0,1,2,3,4,5,6,y
15.260000,14.840000,0.871000,5.763000,3.312000,2.221000,5.220000,0
14.880000,14.570000,0.881100,5.554000,3.333000,1.018000,4.956000,0
14.290000,14.090000,0.905000,5.291000,3.337000,2.699000,4.825000,0
13.840000,13.940000,0.895500,5.324000,3.379000,2.259000,4.805000,0
16.140000,14.990000,0.903400,5.658000,3.562000,1.355000,5.175000,0
14.380000,14.210000,0.895100,5.386000,3.312000,2.462000,4.956000,0
14.690000,14.490000,0.879900,5.563000,3.259000,3.586000,5.219000,0
14.110000,14.100000,0.891100,5.420000,3.302000,2.700000,5.000000,0
16.630000,15.460000,0.874700,6.053000,3.465000,2.040000,5.877000,0
16.440000,15.250000,0.888000,5.884000,3.505000,1.969000,5.533000,0
15.260000,14.850000,0.869600,5.714000,3.242000,4.543000,5.314000,0
14.030000,14.160000,0.879600,5.438000,3.201000,1.717000,5.001000,0
13.890000,14.020000,0.888000,5.439000,3.199000,3.986000,4.738000,0
13.780000,14.060000,0.875900,5.479000,3.156000,3.136000,4.872000,0
13.740000,14.050000,0.874400,5.482000,3.114000,2.932000,4.825000,0
14.590000,14.280000,0.899300,5.351000,3.333000,4.185000,4.781000,0
13.990000,13.830000,0.918300,5.119000,3.383000,5.234000,4.781000,0
15.690000,14.750000,0.905800,5.527000,3.514000,1.599000,5.046000,0
14.700000,14.210000,0.915300,5.205000,3.466000,1.767000,4.649000,0
12.720000,13.570000,0.868600,5.226000,3.049000,4.102000,4.914000,0
14.160000,14.400000,0.858400,5.658000,3.129000,3.072000,5.176000,0
14.110000,14.260000,0.872200,5.520000,3.168000,2.688000,5.219000,0
15.880000,14.900000,0.898800,5.618000,3.507000,0.765100,5.091000,0
12.080000,13.230000,0.866400,5.099000,2.936000,1.415000,4.961000,0
15.010000,14.760000,0.865700,5.789000,3.245000,1.791000,5.001000,0
16.190000,15.160000,0.884900,5.833000,3.421000,0.903000,5.307000,0
13.020000,13.760000,0.864100,5.395000,3.026000,3.373000,4.825000,0
12.740000,13.670000,0.856400,5.395000,2.956000,2.504000,4.869000,0
14.110000,14.180000,0.882000,5.541000,3.221000,2.754000,5.038000,0
13.450000,14.020000,0.860400,5.516000,3.065000,3.531000,5.097000,0
13.160000,13.820000,0.866200,5.454000,2.975000,0.855100,5.056000,0
15.490000,14.940000,0.872400,5.757000,3.371000,3.412000,5.228000,0
14.090000,14.410000,0.852900,5.717000,3.186000,3.920000,5.299000,0
13.940000,14.170000,0.872800,5.585000,3.150000,2.124000,5.012000,0
15.050000,14.680000,0.877900,5.712000,3.328000,2.129000,5.360000,0
16.120000,15.000000,0.900000,5.709000,3.485000,2.270000,5.443000,0
16.200000,15.270000,0.873400,5.826000,3.464000,2.823000,5.527000,0
17.080000,15.380000,0.907900,5.832000,3.683000,2.956000,5.484000,0
14.800000,14.520000,0.882300,5.656000,3.288000,3.112000,5.309000,0
14.280000,14.170000,0.894400,5.397000,3.298000,6.685000,5.001000,0
13.540000,13.850000,0.887100,5.348000,3.156000,2.587000,5.178000,0
13.500000,13.850000,0.885200,5.351000,3.158000,2.249000,5.176000,0
13.160000,13.550000,0.900900,5.138000,3.201000,2.461000,4.783000,0
15.500000,14.860000,0.882000,5.877000,3.396000,4.711000,5.528000,0
15.110000,14.540000,0.898600,5.579000,3.462000,3.128000,5.180000,0
13.800000,14.040000,0.879400,5.376000,3.155000,1.560000,4.961000,0
15.360000,14.760000,0.886100,5.701000,3.393000,1.367000,5.132000,0
14.990000,14.560000,0.888300,5.570000,3.377000,2.958000,5.175000,0
14.790000,14.520000,0.881900,5.545000,3.291000,2.704000,5.111000,0
