0 1 2 3 4 5 6 y
0.720000 0.460000 0.480000 0.500000 0.510000 0.660000 0.700000 1
0.470000 0.550000 0.480000 0.500000 0.580000 0.710000 0.750000 1
0.330000 0.560000 0.480000 0.500000 0.330000 0.780000 0.800000 1
0.640000 0.580000 0.480000 0.500000 0.480000 0.780000 0.730000 1
0.540000 0.570000 0.480000 0.500000 0.560000 0.810000 0.830000 1
0.470000 0.590000 0.480000 0.500000 0.520000 0.760000 0.790000 1
0.630000 0.500000 0.480000 0.500000 0.590000 0.850000 0.860000 1
0.490000 0.420000 0.480000 0.500000 0.530000 0.790000 0.810000 1
0.310000 0.500000 0.480000 0.500000 0.570000 0.840000 0.850000 1
0.740000 0.440000 0.480000 0.500000 0.550000 0.880000 0.890000 1
0.330000 0.450000 0.480000 0.500000 0.450000 0.880000 0.890000 1
0.450000 0.400000 0.480000 0.500000 0.610000 0.740000 0.770000 1
0.710000 0.400000 0.480000 0.500000 0.710000 0.700000 0.740000 1
0.500000 0.370000 0.480000 0.500000 0.660000 0.640000 0.690000 1
0.660000 0.530000 0.480000 0.500000 0.590000 0.660000 0.660000 1
0.600000 0.610000 0.480000 0.500000 0.540000 0.670000 0.710000 1
0.830000 0.370000 0.480000 0.500000 0.610000 0.710000 0.740000 1
0.340000 0.510000 0.480000 0.500000 0.670000 0.900000 0.900000 1
0.630000 0.540000 0.480000 0.500000 0.650000 0.790000 0.810000 1
0.700000 0.400000 0.480000 0.500000 0.560000 0.860000 0.830000 1
0.600000 0.500000 1.000000 0.500000 0.540000 0.770000 0.800000 1
0.160000 0.510000 0.480000 0.500000 0.330000 0.390000 0.480000 1
0.740000 0.700000 0.480000 0.500000 0.660000 0.650000 0.690000 1
0.200000 0.460000 0.480000 0.500000 0.570000 0.780000 0.810000 1
0.890000 0.550000 0.480000 0.500000 0.510000 0.720000 0.760000 1
0.700000 0.460000 0.480000 0.500000 0.560000 0.780000 0.730000 1
0.120000 0.430000 0.480000 0.500000 0.630000 0.700000 0.740000 1
0.610000 0.520000 0.480000 0.500000 0.540000 0.670000 0.520000 1
0.330000 0.370000 0.480000 0.500000 0.460000 0.650000 0.690000 1
0.630000 0.650000 0.480000 0.500000 0.660000 0.670000 0.710000 1
0.410000 0.510000 0.480000 0.500000 0.530000 0.750000 0.780000 1
0.340000 0.670000 0.480000 0.500000 0.520000 0.760000 0.790000 1
0.580000 0.340000 0.480000 0.500000 0.560000 0.870000 0.810000 1
0.590000 0.560000 0.480000 0.500000 0.550000 0.800000 0.820000 1
0.510000 0.400000 0.480000 0.500000 0.570000 0.620000 0.670000 1
0.500000 0.570000 0.480000 0.500000 0.710000 0.610000 0.660000 1
0.600000 0.460000 0.480000 0.500000 0.450000 0.810000 0.830000 1
0.370000 0.470000 0.480000 0.500000 0.390000 0.760000 0.790000 1
0.580000 0.550000 0.480000 0.500000 0.570000 0.700000 0.740000 1
0.360000 0.470000 0.480000 0.500000 0.510000 0.690000 0.720000 1
0.390000 0.410000 0.480000 0.500000 0.520000 0.720000 0.750000 1
0.350000 0.510000 0.480000 0.500000 0.610000 0.710000 0.740000 1
0.310000 0.440000 0.480000 0.500000 0.500000 0.790000 0.820000 1
0.610000 0.660000 0.480000 0.500000 0.460000 0.870000 0.880000 1
0.480000 0.490000 0.480000 0.500000 0.520000 0.770000 0.710000 1
0.110000 0.500000 0.480000 0.500000 0.580000 0.720000 0.680000 1
0.310000 0.360000 0.480000 0.500000 0.580000 0.940000 0.940000 1
0.680000 0.510000 0.480000 0.500000 0.710000 0.750000 0.780000 1
0.690000 0.390000 0.480000 0.500000 0.570000 0.760000 0.790000 1
0.520000 0.540000 0.480000 0.500000 0.620000 0.760000 0.790000 1
0.460000 0.590000 0.480000 0.500000 0.360000 0.760000 0.230000 1
0.360000 0.450000 0.480000 0.500000 0.380000 0.790000 0.170000 1
0.000000 0.510000 0.480000 0.500000 0.350000 0.670000 0.440000 1
0.100000 0.490000 0.480000 0.500000 0.410000 0.670000 0.210000 1
0.300000 0.510000 0.480000 0.500000 0.420000 0.610000 0.340000 1
0.610000 0.470000 0.480000 0.500000 0.000000 0.800000 0.320000 1
0.630000 0.750000 0.480000 0.500000 0.640000 0.730000 0.660000 1
0.710000 0.520000 0.480000 0.500000 0.640000 1.000000 0.990000 1
0.850000 0.530000 0.480000 0.500000 0.530000 0.520000 0.350000 2
0.630000 0.490000 0.480000 0.500000 0.540000 0.760000 0.790000 2
0.750000 0.550000 1.000000 1.000000 0.400000 0.470000 0.300000 3
0.700000 0.390000 1.000000 0.500000 0.510000 0.820000 0.840000 3
0.720000 0.420000 0.480000 0.500000 0.650000 0.770000 0.790000 4
0.790000 0.410000 0.480000 0.500000 0.660000 0.810000 0.830000 4
0.830000 0.480000 0.480000 0.500000 0.650000 0.760000 0.790000 4
0.690000 0.430000 0.480000 0.500000 0.590000 0.740000 0.770000 4
0.790000 0.360000 0.480000 0.500000 0.460000 0.820000 0.700000 4
0.780000 0.330000 0.480000 0.500000 0.570000 0.770000 0.790000 4
0.750000 0.370000 0.480000 0.500000 0.640000 0.700000 0.740000 4
0.590000 0.290000 0.480000 0.500000 0.640000 0.750000 0.770000 4
0.670000 0.370000 0.480000 0.500000 0.540000 0.640000 0.680000 4
0.660000 0.480000 0.480000 0.500000 0.540000 0.700000 0.740000 4
0.640000 0.460000 0.480000 0.500000 0.480000 0.730000 0.760000 4
0.760000 0.710000 0.480000 0.500000 0.500000 0.710000 0.750000 4
0.840000 0.490000 0.480000 0.500000 0.550000 0.780000 0.740000 4
0.770000 0.550000 0.480000 0.500000 0.510000 0.780000 0.740000 4
0.810000 0.440000 0.480000 0.500000 0.420000 0.670000 0.680000 4
0.580000 0.600000 0.480000 0.500000 0.590000 0.730000 0.760000 4
0.630000 0.420000 0.480000 0.500000 0.480000 0.770000 0.800000 4
0.620000 0.420000 0.480000 0.500000 0.580000 0.790000 0.810000 4
0.860000 0.390000 0.480000 0.500000 0.590000 0.890000 0.900000 4
0.810000 0.530000 0.480000 0.500000 0.570000 0.870000 0.880000 4
0.870000 0.490000 0.480000 0.500000 0.610000 0.760000 0.790000 4
0.470000 0.460000 0.480000 0.500000 0.620000 0.740000 0.770000 4
0.760000 0.410000 0.480000 0.500000 0.500000 0.590000 0.620000 4
0.700000 0.530000 0.480000 0.500000 0.700000 0.860000 0.870000 4
0.640000 0.450000 0.480000 0.500000 0.670000 0.610000 0.660000 4
0.810000 0.520000 0.480000 0.500000 0.570000 0.780000 0.800000 4
0.730000 0.260000 0.480000 0.500000 0.570000 0.750000 0.780000 4
0.490000 0.610000 1.000000 0.500000 0.560000 0.710000 0.740000 4
0.880000 0.420000 0.480000 0.500000 0.520000 0.730000 0.750000 4
0.840000 0.540000 0.480000 0.500000 0.750000 0.920000 0.700000 4
0.630000 0.510000 0.480000 0.500000 0.640000 0.720000 0.760000 4
0.860000 0.550000 0.480000 0.500000 0.630000 0.810000 0.830000 4
0.790000 0.540000 0.480000 0.500000 0.500000 0.660000 0.680000 4
0.570000 0.380000 0.480000 0.500000 0.060000 0.490000 0.330000 4
0.780000 0.440000 0.480000 0.500000 0.450000 0.730000 0.680000 4
0.780000 0.680000 0.480000 0.500000 0.830000 0.400000 0.290000 5
0.630000 0.690000 0.480000 0.500000 0.650000 0.410000 0.280000 5
0.670000 0.880000 0.480000 0.500000 0.730000 0.500000 0.250000 5
0.610000 0.750000 0.480000 0.500000 0.510000 0.330000 0.330000 5
0.670000 0.840000 0.480000 0.500000 0.740000 0.540000 0.370000 5
0.740000 0.900000 0.480000 0.500000 0.570000 0.530000 0.290000 5
0.730000 0.840000 0.480000 0.500000 0.860000 0.580000 0.290000 5
0.750000 0.760000 0.480000 0.500000 0.830000 0.570000 0.300000 5
0.770000 0.570000 0.480000 0.500000 0.880000 0.530000 0.200000 5
0.740000 0.780000 0.480000 0.500000 0.750000 0.540000 0.150000 5
0.680000 0.760000 0.480000 0.500000 0.840000 0.450000 0.270000 5
0.560000 0.680000 0.480000 0.500000 0.770000 0.360000 0.450000 5
0.650000 0.510000 0.480000 0.500000 0.660000 0.540000 0.330000 5
0.520000 0.810000 0.480000 0.500000 0.720000 0.380000 0.380000 5
0.640000 0.570000 0.480000 0.500000 0.700000 0.330000 0.260000 5
0.600000 0.760000 1.000000 0.500000 0.770000 0.590000 0.520000 5
0.690000 0.590000 0.480000 0.500000 0.770000 0.390000 0.210000 5
0.630000 0.490000 0.480000 0.500000 0.790000 0.450000 0.280000 5
0.710000 0.710000 0.480000 0.500000 0.680000 0.430000 0.360000 5
0.680000 0.630000 0.480000 0.500000 0.730000 0.400000 0.300000 5
0.770000 0.570000 1.000000 0.500000 0.370000 0.540000 0.010000 6
0.660000 0.490000 1.000000 0.500000 0.540000 0.560000 0.360000 6
0.710000 0.460000 1.000000 0.500000 0.520000 0.590000 0.300000 6
0.670000 0.550000 1.000000 0.500000 0.660000 0.580000 0.160000 6
0.680000 0.490000 1.000000 0.500000 0.620000 0.550000 0.280000 6
0.740000 0.490000 0.480000 0.500000 0.420000 0.540000 0.360000 7
0.700000 0.610000 0.480000 0.500000 0.560000 0.520000 0.430000 7
0.660000 0.860000 0.480000 0.500000 0.340000 0.410000 0.360000 7
0.730000 0.780000 0.480000 0.500000 0.580000 0.510000 0.310000 7
0.650000 0.570000 0.480000 0.500000 0.470000 0.470000 0.510000 7
0.720000 0.860000 0.480000 0.500000 0.170000 0.550000 0.210000 7
0.670000 0.700000 0.480000 0.500000 0.460000 0.450000 0.330000 7
0.670000 0.810000 0.480000 0.500000 0.540000 0.490000 0.230000 7
0.670000 0.610000 0.480000 0.500000 0.510000 0.370000 0.380000 7
0.630000 1.000000 0.480000 0.500000 0.350000 0.510000 0.490000 7
0.570000 0.590000 0.480000 0.500000 0.390000 0.470000 0.330000 7
0.710000 0.710000 0.480000 0.500000 0.400000 0.540000 0.390000 7
0.660000 0.740000 0.480000 0.500000 0.310000 0.380000 0.430000 7
0.670000 0.810000 0.480000 0.500000 0.250000 0.420000 0.250000 7
0.640000 0.720000 0.480000 0.500000 0.490000 0.420000 0.190000 7
0.680000 0.820000 0.480000 0.500000 0.380000 0.650000 0.560000 7
0.320000 0.390000 0.480000 0.500000 0.530000 0.280000 0.380000 7
0.700000 0.640000 0.480000 0.500000 0.470000 0.510000 0.470000 7
0.630000 0.570000 0.480000 0.500000 0.490000 0.700000 0.200000 7
0.740000 0.820000 0.480000 0.500000 0.490000 0.490000 0.410000 7
0.630000 0.860000 0.480000 0.500000 0.390000 0.470000 0.340000 7
0.630000 0.830000 0.480000 0.500000 0.400000 0.390000 0.190000 7
0.630000 0.710000 0.480000 0.500000 0.600000 0.400000 0.390000 7
0.710000 0.860000 0.480000 0.500000 0.400000 0.540000 0.320000 7
0.680000 0.780000 0.480000 0.500000 0.430000 0.440000 0.420000 7
0.640000 0.840000 0.480000 0.500000 0.370000 0.450000 0.400000 7
0.740000 0.470000 0.480000 0.500000 0.500000 0.570000 0.420000 7
0.750000 0.840000 0.480000 0.500000 0.350000 0.520000 0.330000 7
0.630000 0.650000 0.480000 0.500000 0.390000 0.440000 0.350000 7
0.690000 0.670000 0.480000 0.500000 0.300000 0.390000 0.240000 7
0.700000 0.710000 0.480000 0.500000 0.420000 0.840000 0.850000 7
0.690000 0.800000 0.480000 0.500000 0.460000 0.570000 0.260000 7
0.640000 0.660000 0.480000 0.500000 0.410000 0.390000 0.200000 7
0.630000 0.800000 0.480000 0.500000 0.460000 0.310000 0.290000 7
0.660000 0.710000 0.480000 0.500000 0.410000 0.500000 0.350000 7
0.690000 0.590000 0.480000 0.500000 0.460000 0.440000 0.520000 7
0.680000 0.670000 0.480000 0.500000 0.490000 0.400000 0.340000 7
0.640000 0.780000 0.480000 0.500000 0.500000 0.360000 0.380000 7
0.620000 0.780000 0.480000 0.500000 0.470000 0.490000 0.540000 7
0.760000 0.730000 0.480000 0.500000 0.440000 0.390000 0.390000 7
0.640000 0.810000 0.480000 0.500000 0.370000 0.390000 0.440000 7
0.290000 0.390000 0.480000 0.500000 0.520000 0.400000 0.480000 7
0.620000 0.830000 0.480000 0.500000 0.460000 0.360000 0.400000 7
0.560000 0.540000 0.480000 0.500000 0.430000 0.370000 0.300000 7
0.690000 0.660000 0.480000 0.500000 0.410000 0.500000 0.250000 7
0.690000 0.650000 0.480000 0.500000 0.630000 0.480000 0.410000 7
0.430000 0.590000 0.480000 0.500000 0.520000 0.490000 0.560000 7
0.740000 0.560000 0.480000 0.500000 0.470000 0.680000 0.300000 7
0.710000 0.570000 0.480000 0.500000 0.480000 0.350000 0.320000 7
0.610000 0.600000 0.480000 0.500000 0.440000 0.390000 0.380000 7
0.590000 0.610000 0.480000 0.500000 0.420000 0.420000 0.370000 7
0.740000 0.740000 0.480000 0.500000 0.310000 0.530000 0.520000 7
